"percentage_0","percentage_1_14","percentage_15_29","percentage_30_44","percentage_under45","percentage_45_59","percentage_60","percentage_over45","Region","cluster_label","urbanisation_degree","education_level","age_class","sex"
4.40,32.57,33.26,19.13,89.36,3.72,6.91,10.63,Hungary,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",female
0.00,33.39,31.35,19.80,84.54,7.34,8.12,15.46,Austria,Mid-HO,Rural areas,ISCED 3–4,"15-34",male
2.02,30.19,32.55,21.71,86.47,4.40,9.14,13.54,Spain,Low-HO,Total,All ISCED 2011 levels,"15-34",male
18.36,35.69,4.61,31.36,90.02,0.66,9.32,9.98,Slovenia,Mid-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,22.99,7.44,41.87,72.30,14.21,13.49,27.70,Romania,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",male
7.30,14.82,27.17,20.81,70.10,12.72,17.18,29.90,Netherlands,High-HO,Towns and suburbs,ISCED 5–8,"35-49",male
8.40,31.56,31.44,16.17,87.57,4.88,7.55,12.43,Finland,High-HO,Total,ISCED 5–8,"50-74",male
13.18,2.11,39.89,23.55,78.73,7.91,13.36,21.27,Belgium,High-HO,Cities,ISCED 3–4,"50-74",male
0.33,23.67,48.05,20.96,93.01,0.00,6.99,6.99,Slovakia,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
5.75,29.82,53.05,3.35,91.97,0.00,8.02,8.02,Lithuania,Low-HO,Total,ISCED 3–4,"15-34",male
9.17,29.83,33.72,15.61,88.33,5.83,5.83,11.66,Denmark,High-HO,Rural areas,All ISCED 2011 levels,"50-74",female
5.63,27.41,50.94,16.02,100.00,0.00,0.00,0.00,Slovakia,Low-HO,Total,ISCED 5–8,"50-74",female
0.00,7.96,37.28,31.42,76.66,13.27,10.07,23.34,Romania,Low-HO,Total,ISCED 5–8,"15-34",male
16.63,28.77,34.25,12.72,92.37,0.00,7.63,7.63,Slovenia,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
3.76,58.02,4.68,25.39,91.85,6.74,1.42,8.16,Spain,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
0.00,26.59,39.06,21.62,87.27,0.00,12.73,12.73,France,Mid-HO,Cities,ISCED 3–4,"35-49",male
7.43,27.51,34.45,19.37,88.76,6.57,4.67,11.24,Denmark,High-HO,Total,ISCED 3–4,"50-74",female
0.00,28.58,35.20,20.18,83.96,9.14,6.90,16.04,Sweden,High-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,30.36,32.81,21.09,84.26,8.06,7.68,15.74,France,Mid-HO,Total,ISCED 0–2,"50-74",male
0.00,28.02,47.86,24.12,100.00,0.00,0.00,0.00,Slovenia,Mid-HO,Cities,All ISCED 2011 levels,"15-34",male
8.02,28.04,35.67,19.66,91.39,7.65,0.97,8.62,Netherlands,High-HO,Cities,All ISCED 2011 levels,"35-49",female
2.40,22.14,36.62,29.34,90.50,8.31,1.18,9.49,Italy,Low-HO,Cities,ISCED 5–8,"15-34",female
0.00,1.85,35.45,21.43,58.73,21.43,19.84,41.27,Netherlands,High-HO,Rural areas,ISCED 5–8,"35-49",male
0.00,33.23,39.29,15.36,87.88,5.61,6.50,12.11,Finland,High-HO,Towns and suburbs,ISCED 3–4,"35-49",male
0.00,7.78,57.78,21.26,86.82,13.17,0.00,13.17,Greece,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",female
5.02,32.06,32.77,19.79,89.64,0.72,9.65,10.37,Germany,Mid-HO,Towns and suburbs,ISCED 3–4,"50-74",male
5.26,30.55,27.33,17.76,80.90,7.72,11.38,19.10,Austria,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",male
5.30,3.00,48.38,26.62,83.30,0.86,15.85,16.71,Spain,Low-HO,Cities,ISCED 5–8,"50-74",female
1.93,32.22,41.84,3.33,79.32,8.65,12.02,20.67,Türkiye,Low-HO,No response,ISCED 3–4,"35-49",male
4.51,26.43,26.97,29.65,87.56,4.13,8.30,12.43,Poland,Mid-HO,Rural areas,ISCED 5–8,"35-49",male
0.00,12.15,43.98,36.90,93.03,6.97,0.00,6.97,Bulgaria,Low-HO,Cities,ISCED 3–4,"15-34",female
2.82,19.99,36.11,25.20,84.12,8.59,7.29,15.88,Czechia,Low-HO,Total,All ISCED 2011 levels,"15-34",female
11.11,64.51,2.99,13.43,92.04,0.00,7.96,7.96,Spain,Low-HO,Rural areas,ISCED 3–4,"50-74",female
5.57,50.13,6.93,26.23,88.86,3.76,7.38,11.14,Czechia,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",female
1.87,6.55,56.20,24.75,89.37,2.83,7.80,10.63,Poland,Mid-HO,Rural areas,ISCED 3–4,"35-49",female
0.00,38.53,41.13,2.03,81.69,8.04,10.27,18.31,France,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
0.00,32.20,46.60,21.20,100.00,0.00,0.00,0.00,Slovenia,Mid-HO,Total,ISCED 3–4,"15-34",female
0.50,37.58,32.08,18.23,88.39,0.00,11.61,11.61,Ireland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
17.72,5.70,45.57,2.85,71.84,0.00,28.16,28.16,Ireland,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
1.25,69.95,11.69,4.66,87.55,0.76,11.69,12.45,Slovakia,Low-HO,Total,All ISCED 2011 levels,"35-49",female
2.95,20.39,34.91,22.85,81.10,8.58,10.31,18.89,France,Mid-HO,Cities,All ISCED 2011 levels,"15-34",female
0.00,34.59,24.87,23.93,83.39,8.67,7.94,16.61,Austria,Mid-HO,Towns and suburbs,ISCED 5–8,"35-49",male
0.00,44.26,31.73,15.14,91.13,0.00,8.87,8.87,Italy,Low-HO,Rural areas,ISCED 5–8,"50-74",female
0.36,30.41,33.27,20.18,84.22,5.15,10.63,15.78,Spain,Low-HO,Total,ISCED 5–8,"35-49",female
4.04,24.41,46.66,21.24,96.35,3.20,0.45,3.65,Slovakia,Low-HO,Total,All ISCED 2011 levels,"50-74",male
0.00,6.56,47.45,28.32,82.33,7.18,10.49,17.67,Austria,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
0.00,27.17,39.42,19.15,85.74,0.00,14.25,14.25,Croatia,Low-HO,Total,ISCED 5–8,"15-34",male
0.00,34.07,38.21,20.14,92.42,0.00,7.59,7.59,Finland,High-HO,Towns and suburbs,ISCED 5–8,"35-49",female
11.03,10.70,3.77,46.49,71.99,14.02,13.98,28.00,Hungary,Low-HO,Cities,All ISCED 2011 levels,"35-49",male
0.00,40.51,49.92,2.87,93.30,0.00,6.70,6.70,Estonia,Mid-HO,Total,All ISCED 2011 levels,"15-34",female
3.01,53.64,27.16,11.00,94.81,0.00,5.19,5.19,Portugal,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
0.00,35.61,48.33,16.06,100.00,0.00,0.00,0.00,Cyprus,Low-HO,Total,All ISCED 2011 levels,"50-74",male
2.88,37.55,32.91,17.85,91.19,3.60,5.20,8.80,Finland,High-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
1.12,44.14,33.96,13.21,92.43,4.75,2.82,7.57,Greece,Low-HO,Total,All ISCED 2011 levels,"50-74",female
4.16,27.05,31.83,22.91,85.95,6.35,7.69,14.04,Hungary,Low-HO,Total,ISCED 3–4,"35-49",female
2.73,27.55,35.99,21.52,87.79,0.50,11.71,12.21,Spain,Low-HO,Cities,All ISCED 2011 levels,"50-74",male
7.27,27.07,33.13,24.85,92.32,0.00,7.68,7.68,Lithuania,Low-HO,Rural areas,ISCED 3–4,"35-49",male
0.00,40.24,43.09,16.67,100.00,0.00,0.00,0.00,Denmark,High-HO,Cities,ISCED 0–2,"15-34",male
5.78,37.59,6.06,34.56,83.99,6.06,9.94,16.00,Türkiye,Low-HO,Total,ISCED 5–8,"50-74",female
5.86,31.31,32.07,21.70,90.94,0.53,8.52,9.05,Romania,Low-HO,Rural areas,All ISCED 2011 levels,"15-34",female
0.00,57.48,29.84,8.43,95.75,1.11,3.14,4.25,Italy,Low-HO,Towns and suburbs,ISCED 0–2,"35-49",female
0.00,42.72,36.08,21.20,100.00,0.00,0.00,0.00,France,Mid-HO,Towns and suburbs,ISCED 3–4,"50-74",male
11.11,33.78,37.63,2.67,85.19,6.81,8.00,14.81,Slovenia,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",female
4.19,9.23,37.35,37.26,88.03,1.11,10.85,11.96,Hungary,Low-HO,Cities,ISCED 3–4,"35-49",female
2.76,52.36,4.59,24.08,83.79,6.09,10.13,16.22,Italy,Low-HO,Total,ISCED 5–8,"50-74",female
0.00,21.13,37.63,25.43,84.19,1.03,14.78,15.81,Latvia,Low-HO,Total,ISCED 3–4,"35-49",female
0.00,38.01,40.62,21.37,100.00,0.00,0.00,0.00,Croatia,Low-HO,Rural areas,All ISCED 2011 levels,"15-34",female
25.62,22.18,26.45,14.19,88.44,5.23,6.34,11.57,Slovenia,Mid-HO,Rural areas,All ISCED 2011 levels,"50-74",male
1.14,26.88,36.26,21.17,85.45,3.73,10.83,14.56,Spain,Low-HO,Cities,ISCED 0–2,"35-49",male
7.96,28.61,5.26,36.98,78.81,9.99,11.20,21.19,Belgium,High-HO,Cities,ISCED 3–4,"15-34",male
3.40,24.72,35.80,21.03,84.95,6.96,8.09,15.05,France,Mid-HO,Total,All ISCED 2011 levels,"15-34",female
0.00,26.61,9.87,63.52,100.00,0.00,0.00,0.00,Lithuania,Low-HO,Cities,All ISCED 2011 levels,"50-74",male
0.00,37.11,3.77,28.51,69.39,14.88,15.72,30.60,Netherlands,High-HO,Towns and suburbs,ISCED 0–2,"35-49",male
6.01,47.14,7.20,5.83,66.18,13.50,20.31,33.81,Spain,Low-HO,Cities,ISCED 5–8,"15-34",male
3.73,3.58,47.83,27.03,82.17,8.11,9.71,17.82,Czechia,Low-HO,Rural areas,ISCED 3–4,"50-74",male
0.00,29.30,4.30,36.89,70.49,17.07,12.44,29.51,Denmark,High-HO,Total,ISCED 5–8,"15-34",male
0.00,32.53,28.60,20.49,81.62,9.15,9.23,18.38,Sweden,High-HO,Rural areas,All ISCED 2011 levels,"15-34",male
0.00,14.12,32.29,31.37,77.78,7.52,14.70,22.22,Latvia,Low-HO,Total,ISCED 3–4,"35-49",male
6.82,38.54,37.69,16.10,99.15,0.00,0.84,0.84,Portugal,Mid-HO,Cities,ISCED 0–2,"50-74",male
3.02,43.89,35.01,1.87,83.79,4.54,11.67,16.21,Spain,Low-HO,Total,ISCED 0–2,"50-74",male
3.58,34.03,22.04,19.96,79.61,6.63,13.76,20.39,Italy,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",male
0.00,23.41,5.72,44.98,74.11,17.48,8.41,25.89,Romania,Low-HO,Total,ISCED 5–8,"50-74",female
0.00,48.83,35.77,2.61,87.21,0.00,12.79,12.79,Finland,High-HO,Total,ISCED 0–2,"15-34",male
0.00,34.35,24.38,20.50,79.23,7.20,13.57,20.77,Denmark,High-HO,Rural areas,ISCED 3–4,"15-34",male
4.04,30.83,35.15,22.42,92.44,6.26,1.30,7.56,Sweden,High-HO,Total,All ISCED 2011 levels,"50-74",male
3.83,36.05,34.19,14.54,88.61,5.58,5.81,11.39,Netherlands,High-HO,Total,ISCED 3–4,"15-34",female
1.24,36.19,32.54,18.04,88.01,4.40,7.59,11.99,Italy,Low-HO,Cities,ISCED 3–4,"15-34",female
15.62,23.68,35.77,16.12,91.19,0.00,8.82,8.82,Slovenia,Mid-HO,Total,ISCED 5–8,"50-74",male
3.13,18.21,30.50,25.47,77.31,9.44,13.24,22.68,Latvia,Low-HO,Total,All ISCED 2011 levels,"50-74",female
0.00,27.55,48.37,24.08,100.00,0.00,0.00,0.00,Estonia,Mid-HO,Cities,All ISCED 2011 levels,"35-49",female
7.81,27.55,32.79,17.67,85.82,7.21,6.97,14.18,Netherlands,High-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,18.72,47.95,21.28,87.95,0.00,12.05,12.05,Slovakia,Low-HO,Towns and suburbs,ISCED 5–8,"15-34",male
17.49,4.37,54.60,3.35,79.81,9.12,11.07,20.19,Belgium,High-HO,Total,ISCED 0–2,"50-74",male
4.65,16.90,34.99,31.60,88.14,4.73,7.12,11.85,Poland,Mid-HO,Cities,All ISCED 2011 levels,"50-74",male
0.00,27.44,47.01,25.55,100.00,0.00,0.00,0.00,Romania,Low-HO,Towns and suburbs,ISCED 3–4,"50-74",female
16.31,46.53,37.16,0.00,100.00,0.00,0.00,0.00,Netherlands,High-HO,Rural areas,ISCED 0–2,"50-74",female
20.02,27.90,34.76,10.80,93.48,0.00,6.52,6.52,Slovenia,Mid-HO,Total,ISCED 3–4,"50-74",male
0.00,17.30,31.91,30.34,79.55,10.79,9.66,20.45,Luxembourg,High-HO,Total,All ISCED 2011 levels,"35-49",male
0.00,50.37,31.20,18.43,100.00,0.00,0.00,0.00,Finland,High-HO,Towns and suburbs,ISCED 3–4,"35-49",female
0.00,16.78,55.88,23.42,96.08,0.00,3.92,3.92,Slovakia,Low-HO,Cities,All ISCED 2011 levels,"35-49",male
0.00,53.04,28.57,11.17,92.78,0.00,7.22,7.22,Italy,Low-HO,Rural areas,ISCED 0–2,"15-34",female
0.00,46.56,35.27,12.38,94.21,5.80,0.00,5.80,Greece,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",female
1.52,26.74,31.85,27.71,87.82,2.67,9.50,12.17,Spain,Low-HO,Cities,ISCED 0–2,"15-34",male
0.00,33.46,42.59,14.64,90.69,9.32,0.00,9.32,Croatia,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",female
0.00,39.13,33.45,18.68,91.26,8.75,0.00,8.75,Austria,Mid-HO,Total,ISCED 0–2,"35-49",female
0.00,10.49,82.72,6.79,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Rural areas,ISCED 0–2,"15-34",male
9.14,44.24,26.53,11.11,91.02,3.50,5.48,8.98,Austria,Mid-HO,Rural areas,All ISCED 2011 levels,"50-74",female
8.62,50.28,5.51,28.11,92.52,6.36,1.13,7.49,Ireland,Mid-HO,Total,ISCED 3–4,"35-49",female
0.00,4.55,66.36,29.09,100.00,0.00,0.00,0.00,Greece,Low-HO,Cities,ISCED 0–2,"50-74",male
3.70,26.53,38.47,29.10,97.80,1.10,1.10,2.20,Romania,Low-HO,Rural areas,All ISCED 2011 levels,"15-34",male
1.65,30.53,31.54,21.49,85.21,5.49,9.31,14.80,Italy,Low-HO,Cities,All ISCED 2011 levels,"15-34",female
6.05,50.64,4.13,22.97,83.79,7.63,8.58,16.21,Germany,Mid-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
15.27,32.47,34.84,17.42,100.00,0.00,0.00,0.00,Belgium,High-HO,Rural areas,ISCED 3–4,"35-49",female
5.73,31.96,41.51,2.27,81.47,9.55,8.98,18.53,Portugal,Mid-HO,Total,ISCED 5–8,"35-49",male
8.26,27.57,30.85,21.83,88.51,6.06,5.43,11.49,Croatia,Low-HO,Total,ISCED 3–4,"50-74",male
4.99,12.88,34.72,33.74,86.33,6.68,6.98,13.66,Poland,Mid-HO,Cities,ISCED 5–8,"15-34",male
1.74,21.94,29.33,28.80,81.81,7.43,10.76,18.19,Hungary,Low-HO,Total,All ISCED 2011 levels,"15-34",female
0.00,18.98,30.23,29.89,79.10,7.22,13.69,20.91,Hungary,Low-HO,Total,ISCED 5–8,"15-34",female
0.98,14.90,24.65,24.60,65.13,12.48,22.38,34.86,Belgium,High-HO,Towns and suburbs,ISCED 5–8,"35-49",male
4.50,37.21,35.26,17.42,94.39,0.00,5.61,5.61,Bulgaria,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",female
10.80,63.77,4.65,2.22,81.44,8.37,10.19,18.56,Austria,Mid-HO,Rural areas,All ISCED 2011 levels,"35-49",female
7.60,3.63,52.46,3.05,66.74,17.13,16.12,33.25,Netherlands,High-HO,Total,ISCED 3–4,"35-49",male
0.00,46.26,37.98,15.76,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Rural areas,All ISCED 2011 levels,"15-34",female
0.00,4.73,56.41,25.32,86.46,0.00,13.55,13.55,Sweden,High-HO,Towns and suburbs,All ISCED 2011 levels,"15-34",female
8.43,14.77,26.14,21.11,70.45,10.13,19.41,29.54,Belgium,High-HO,Towns and suburbs,ISCED 5–8,"15-34",male
0.00,2.00,48.21,32.98,83.19,8.72,8.09,16.81,Austria,Mid-HO,Cities,ISCED 5–8,"15-34",female
0.00,29.84,46.94,2.87,79.65,9.74,10.61,20.35,Czechia,Low-HO,Rural areas,ISCED 3–4,"15-34",female
1.18,39.32,31.46,18.71,90.67,4.90,4.43,9.33,Romania,Low-HO,Rural areas,ISCED 3–4,"50-74",female
0.00,15.52,4.48,55.52,75.52,15.15,9.33,24.48,Bulgaria,Low-HO,Total,ISCED 5–8,"15-34",male
2.55,14.68,36.83,31.79,85.85,8.23,5.92,14.15,Bulgaria,Low-HO,Total,All ISCED 2011 levels,"15-34",male
0.00,36.13,6.72,42.86,85.71,12.61,1.68,14.29,Czechia,Low-HO,Total,ISCED 0–2,"15-34",male
0.00,1.12,43.92,45.15,90.19,9.80,0.00,9.80,Romania,Low-HO,Cities,ISCED 3–4,"50-74",female
0.00,44.07,35.90,14.29,94.26,3.14,2.59,5.73,Greece,Low-HO,Total,ISCED 3–4,"50-74",male
0.00,21.92,35.12,23.33,80.37,7.21,12.42,19.63,Germany,Mid-HO,Cities,ISCED 3–4,"35-49",male
2.87,32.15,31.74,16.30,83.06,5.83,11.11,16.94,Portugal,Mid-HO,Cities,All ISCED 2011 levels,"50-74",female
0.00,30.17,41.55,20.85,92.57,6.41,1.02,7.43,Denmark,High-HO,Cities,ISCED 3–4,"15-34",male
0.00,44.82,36.93,17.66,99.41,0.00,0.58,0.58,Finland,High-HO,Towns and suburbs,ISCED 3–4,"15-34",male
5.14,8.47,29.72,45.42,88.75,0.00,11.25,11.25,Latvia,Low-HO,Cities,All ISCED 2011 levels,"35-49",male
0.00,31.68,31.11,19.27,82.06,0.00,17.94,17.94,Hungary,Low-HO,Towns and suburbs,ISCED 5–8,"15-34",female
13.31,5.09,48.53,32.29,99.22,0.00,0.78,0.78,Belgium,High-HO,Total,ISCED 0–2,"35-49",female
0.00,47.25,30.24,17.21,94.70,0.00,5.30,5.30,Italy,Low-HO,Rural areas,ISCED 0–2,"15-34",male
11.00,31.09,27.87,17.35,87.31,0.76,11.94,12.70,Denmark,High-HO,Rural areas,ISCED 3–4,"50-74",male
0.00,30.87,49.20,19.94,100.01,0.00,0.00,0.00,Cyprus,Low-HO,Total,ISCED 3–4,"35-49",male
4.17,38.42,29.29,15.74,87.62,4.19,8.19,12.38,Spain,Low-HO,Towns and suburbs,ISCED 5–8,"35-49",female
9.28,25.01,31.20,19.02,84.51,7.75,7.74,15.49,France,Mid-HO,Cities,ISCED 3–4,"50-74",female
1.01,28.84,37.33,24.53,91.71,0.74,7.55,8.29,Belgium,High-HO,Cities,All ISCED 2011 levels,"50-74",female
0.00,42.10,34.42,15.09,91.61,4.77,3.63,8.40,Greece,Low-HO,Total,ISCED 3–4,"35-49",female
2.06,45.35,29.40,13.64,90.45,3.41,6.14,9.55,Italy,Low-HO,Total,All ISCED 2011 levels,"50-74",female
0.24,27.28,32.40,24.16,84.08,0.71,15.21,15.92,Spain,Low-HO,Cities,ISCED 3–4,"50-74",female
0.00,22.58,42.14,27.02,91.74,0.00,8.27,8.27,Denmark,High-HO,Cities,ISCED 3–4,"50-74",male
0.00,22.74,30.68,25.83,79.25,10.38,10.38,20.76,Malta,Mid-HO,Total,All ISCED 2011 levels,"15-34",female
0.00,50.75,30.66,11.63,93.04,2.26,4.70,6.96,Italy,Low-HO,Rural areas,ISCED 3–4,"15-34",female
6.04,21.06,49.19,23.71,100.00,0.00,0.00,0.00,Slovakia,Low-HO,Total,ISCED 5–8,"50-74",male
9.97,31.14,36.59,16.96,94.66,0.00,5.34,5.34,Croatia,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",female
0.00,28.19,30.43,23.39,82.01,9.40,8.59,17.99,Sweden,High-HO,Total,ISCED 3–4,"35-49",male
8.67,38.58,29.03,12.04,88.32,0.00,11.68,11.68,Hungary,Low-HO,Towns and suburbs,ISCED 5–8,"50-74",female
16.67,55.26,7.02,21.05,100.00,0.00,0.00,0.00,Cyprus,Low-HO,Cities,All ISCED 2011 levels,"35-49",female
0.00,18.94,35.56,26.70,81.20,11.31,7.49,18.80,Austria,Mid-HO,Cities,ISCED 3–4,"50-74",female
0.13,27.56,37.10,23.55,88.34,6.10,5.56,11.66,Greece,Low-HO,Cities,All ISCED 2011 levels,"35-49",female
5.40,24.84,32.21,19.60,82.05,6.86,11.09,17.95,Ireland,Mid-HO,Total,All ISCED 2011 levels,"35-49",female
0.00,4.27,37.52,41.68,83.47,10.27,6.26,16.53,Romania,Low-HO,Cities,ISCED 5–8,"35-49",female
0.00,23.40,35.55,22.93,81.88,10.68,7.43,18.11,Sweden,High-HO,Total,ISCED 5–8,"35-49",female
6.73,16.85,36.69,29.14,89.41,10.07,0.52,10.59,Czechia,Low-HO,Cities,All ISCED 2011 levels,"50-74",female
0.00,34.23,32.01,21.40,87.64,8.03,4.32,12.35,Greece,Low-HO,Total,ISCED 5–8,"15-34",male
4.51,27.75,41.06,19.93,93.25,2.75,4.01,6.76,Lithuania,Low-HO,Total,ISCED 3–4,"50-74",female
0.85,58.35,29.36,11.44,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Towns and suburbs,ISCED 0–2,"50-74",male
4.74,35.30,47.53,2.76,90.33,8.53,1.15,9.68,Czechia,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",male
0.00,36.23,43.12,1.98,81.33,5.07,13.60,18.67,Italy,Low-HO,Cities,ISCED 0–2,"15-34",male
6.02,29.78,44.76,16.76,97.32,2.40,0.28,2.68,Slovakia,Low-HO,Total,All ISCED 2011 levels,"50-74",female
2.20,37.28,29.21,17.34,86.03,4.84,9.14,13.98,Spain,Low-HO,Rural areas,ISCED 5–8,"35-49",female
0.00,15.99,40.06,32.36,88.41,6.85,4.73,11.58,Bulgaria,Low-HO,Total,ISCED 5–8,"50-74",female
0.00,40.01,36.85,15.34,92.20,3.33,4.48,7.81,Greece,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",male
0.00,44.26,37.73,15.64,97.63,2.36,0.00,2.36,Greece,Low-HO,Total,ISCED 3–4,"15-34",male
1.33,23.88,31.14,26.79,83.14,6.24,10.62,16.86,Türkiye,Low-HO,No response,ISCED 5–8,"15-34",male
13.74,4.28,48.20,21.04,87.26,6.18,6.57,12.75,Netherlands,High-HO,Total,ISCED 3–4,"50-74",female
6.33,31.90,36.14,16.79,91.16,3.78,5.05,8.83,Czechia,Low-HO,Rural areas,ISCED 3–4,"50-74",female
3.00,24.79,40.63,22.42,90.84,8.59,0.58,9.17,Denmark,High-HO,Total,ISCED 5–8,"35-49",female
0.00,32.17,50.00,17.83,100.00,0.00,0.00,0.00,Cyprus,Low-HO,Total,ISCED 5–8,"15-34",male
1.45,28.46,36.28,25.02,91.21,7.41,1.37,8.78,Spain,Low-HO,Total,ISCED 5–8,"15-34",female
2.84,40.72,27.76,16.38,87.70,4.47,7.83,12.30,Spain,Low-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",male
10.65,33.86,37.68,2.07,84.26,0.95,14.79,15.74,Denmark,High-HO,Towns and suburbs,ISCED 3–4,"50-74",male
4.93,37.21,26.10,15.93,84.17,5.77,10.06,15.83,Spain,Low-HO,Rural areas,ISCED 5–8,"50-74",female
8.15,31.74,5.21,37.18,82.28,6.26,11.46,17.72,Poland,Mid-HO,Total,ISCED 3–4,"35-49",male
0.00,18.31,54.97,5.05,78.33,13.47,8.20,21.67,Romania,Low-HO,Total,ISCED 5–8,"35-49",female
0.00,25.90,3.93,29.18,59.01,15.08,25.90,40.98,Hungary,Low-HO,Towns and suburbs,ISCED 5–8,"15-34",male
1.33,23.88,31.14,26.79,83.14,6.24,10.62,16.86,Türkiye,Low-HO,Total,ISCED 5–8,"15-34",male
3.61,23.75,45.35,20.06,92.77,3.18,4.04,7.22,Slovakia,Low-HO,Total,ISCED 3–4,"50-74",male
7.36,27.67,28.76,22.17,85.96,0.63,13.41,14.04,Hungary,Low-HO,Towns and suburbs,ISCED 3–4,"35-49",male
0.57,21.06,38.02,31.90,91.55,1.50,6.95,8.45,Austria,Mid-HO,Cities,All ISCED 2011 levels,"35-49",female
21.55,30.74,32.51,15.19,99.99,0.00,0.00,0.00,Slovenia,Mid-HO,Rural areas,ISCED 3–4,"50-74",female
2.87,3.70,42.79,31.80,81.16,7.38,11.45,18.83,Türkiye,Low-HO,No response,All ISCED 2011 levels,"35-49",male
0.00,40.84,30.92,17.32,89.08,3.18,7.73,10.91,Portugal,Mid-HO,Total,ISCED 3–4,"35-49",male
6.51,24.48,34.40,22.62,88.01,5.27,6.71,11.98,Slovenia,Mid-HO,Total,ISCED 5–8,"35-49",female
2.74,15.55,38.14,30.04,86.47,7.63,5.91,13.54,Bulgaria,Low-HO,Total,ISCED 3–4,"15-34",male
3.25,38.88,33.36,17.02,92.51,0.61,6.88,7.49,Denmark,High-HO,Rural areas,All ISCED 2011 levels,"15-34",female
0.00,18.61,34.25,27.13,79.99,6.30,13.71,20.01,Ireland,Mid-HO,Cities,All ISCED 2011 levels,"15-34",male
0.00,6.19,38.95,39.47,84.61,10.61,4.78,15.39,Romania,Low-HO,Cities,ISCED 3–4,"50-74",male
1.96,49.49,29.76,12.28,93.49,0.26,6.24,6.50,Italy,Low-HO,Towns and suburbs,All ISCED 2011 levels,"35-49",female
9.72,27.86,30.58,16.77,84.93,6.23,8.84,15.07,Belgium,High-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
0.00,33.06,46.25,15.69,95.00,0.00,5.00,5.00,Cyprus,Low-HO,Total,All ISCED 2011 levels,"35-49",male
0.00,18.80,62.40,6.54,87.74,0.00,12.26,12.26,Latvia,Low-HO,Cities,All ISCED 2011 levels,"15-34",female
17.22,32.78,30.28,19.72,100.00,0.00,0.00,0.00,Belgium,High-HO,Rural areas,ISCED 3–4,"50-74",female
0.00,10.29,38.62,38.87,87.78,11.72,0.51,12.23,Bulgaria,Low-HO,Cities,ISCED 3–4,"15-34",male
6.40,10.15,48.27,20.50,85.32,5.14,9.54,14.68,Italy,Low-HO,Rural areas,All ISCED 2011 levels,"50-74",female
2.47,27.06,30.39,23.59,83.51,8.96,7.53,16.49,Austria,Mid-HO,Total,ISCED 5–8,"15-34",male
0.00,16.83,41.59,29.98,88.40,7.81,3.80,11.61,Bulgaria,Low-HO,Total,ISCED 5–8,"35-49",female
0.00,21.96,3.36,32.56,57.88,18.35,23.77,42.12,Latvia,Low-HO,Rural areas,All ISCED 2011 levels,"35-49",male
4.31,53.70,30.83,1.53,90.37,3.05,6.58,9.63,Spain,Low-HO,Towns and suburbs,All ISCED 2011 levels,"50-74",female
9.69,24.79,32.15,25.40,92.03,7.98,0.00,7.98,Austria,Mid-HO,Cities,ISCED 5–8,"50-74",male
0.00,28.88,45.91,25.22,100.01,0.00,0.00,0.00,Estonia,Mid-HO,Cities,All ISCED 2011 levels,"15-34",female
0.00,36.46,38.43,25.11,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Towns and suburbs,ISCED 5–8,"15-34",female
0.00,29.49,47.16,3.38,80.03,12.44,7.53,19.97,Greece,Low-HO,Cities,ISCED 5–8,"15-34",male
0.00,39.96,39.66,20.38,100.00,0.00,0.00,0.00,Portugal,Mid-HO,Cities,ISCED 3–4,"15-34",female
2.68,30.39,25.81,21.07,79.95,7.07,12.98,20.05,Italy,Low-HO,Total,ISCED 5–8,"35-49",male
