Region,0,1-14,15-29,30-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
France,558.0,2444.0,2604.0,2228.0,917.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Croatia,64.0,337.0,216.0,163.0,74.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Italy,368.0,9081.0,5978.0,3941.0,1795.0,717.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Cyprus,,73.0,84.0,,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Latvia,,54.0,73.0,133.0,35.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Lithuania,,87.0,167.0,71.0,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Luxembourg,,,,38.0,,53.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Hungary,173.0,656.0,768.0,629.0,29.0,142.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Malta,,4.0,7.0,56.0,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Netherlands,667.0,1286.0,150.0,1531.0,679.0,193.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Austria,145.0,838.0,583.0,526.0,176.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Poland,295.0,1925.0,2376.0,1438.0,495.0,456.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Portugal,172.0,1278.0,677.0,368.0,106.0,185.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Romania,77.0,752.0,1316.0,1155.0,176.0,467.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Slovenia,85.0,147.0,175.0,85.0,39.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Slovakia,,357.0,689.0,266.0,49.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Finland,48.0,551.0,404.0,241.0,105.0,54.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Sweden,,952.0,110.0,896.0,456.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Iceland,,41.0,,,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Norway,105.0,493.0,425.0,319.0,149.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Switzerland,264.0,1345.0,1331.0,964.0,489.0,128.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
United Kingdom,1858.0,4069.0,420.0,3736.0,2326.0,551.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Türkiye,,,,,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
European_Union_27_countries_from_2020,,7091.0,6153.0,4212.0,1337.0,1201.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
European_Union_29_countries_from_2013-2020,,8104.0,6832.0,4995.0,1644.0,1289.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Euro_area_19_countries_2015-2022,,6515.0,5343.0,3558.0,121.0,957.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Belgium,36.0,156.0,237.0,147.0,59.0,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Bulgaria,,,66.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Czechia,,59.0,111.0,58.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Denmark,,159.0,137.0,88.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Germany,,1924.0,1632.0,1325.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Estonia,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Ireland,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Greece,,58.0,63.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Spain,59.0,1204.0,1131.0,553.0,21.0,196.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
France,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Croatia,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Italy,,1301.0,1058.0,56.0,137.0,99.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Cyprus,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Latvia,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Lithuania,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Luxembourg,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Hungary,,38.0,99.0,83.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Malta,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Netherlands,84.0,778.0,343.0,201.0,76.0,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Austria,,157.0,131.0,123.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Poland,,,216.0,156.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Portugal,,275.0,178.0,118.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Romania,,171.0,86.0,186.0,,141.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Slovenia,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Slovakia,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Finland,,64.0,5.0,37.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Sweden,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Iceland,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Norway,,128.0,104.0,76.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Switzerland,,15.0,288.0,318.0,93.0,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
United Kingdom,,1012.0,679.0,783.0,307.0,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Türkiye,,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
European_Union_27_countries_from_2020,167.0,27676.0,22345.0,14738.0,4918.0,5036.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
European_Union_29_countries_from_2013-2020,2198.0,30686.0,25018.0,17109.0,5962.0,5435.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Euro_area_19_countries_2015-2022,1312.0,25931.0,20015.0,12793.0,4442.0,4358.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Belgium,191.0,613.0,855.0,603.0,212.0,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Bulgaria,,9.0,236.0,118.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Czechia,,111.0,186.0,102.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Denmark,55.0,286.0,257.0,212.0,72.0,49.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Germany,,4008.0,3796.0,2549.0,881.0,1342.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Estonia,,,,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Ireland,,83.0,74.0,56.0,,52.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Greece,,387.0,405.0,172.0,,154.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Spain,257.0,5674.0,4185.0,2718.0,1146.0,1228.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
France,,1539.0,1508.0,1407.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Croatia,,,6.0,49.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Italy,192.0,9425.0,6366.0,345.0,1266.0,863.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Cyprus,,5.0,71.0,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Latvia,,36.0,36.0,46.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Lithuania,,,,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Luxembourg,,,,46.0,,39.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Hungary,44.0,182.0,305.0,242.0,11.0,46.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Malta,,64.0,108.0,81.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Netherlands,209.0,1377.0,905.0,663.0,217.0,128.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Austria,,352.0,265.0,203.0,56.0,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Poland,,271.0,502.0,317.0,8.0,149.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Portugal,166.0,1955.0,1099.0,552.0,14.0,354.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Romania,142.0,487.0,452.0,603.0,95.0,385.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Slovenia,,49.0,44.0,51.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Slovakia,,54.0,86.0,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Finland,,186.0,145.0,108.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Sweden,,281.0,333.0,301.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Iceland,,42.0,,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Norway,53.0,261.0,214.0,136.0,96.0,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Switzerland,,461.0,541.0,485.0,136.0,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
United Kingdom,528.0,301.0,2672.0,2371.0,1044.0,399.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Türkiye,,,,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
European_Union_27_countries_from_2020,1378.0,24779.0,20766.0,13697.0,4538.0,475.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
European_Union_29_countries_from_2013-2020,1768.0,27407.0,23262.0,15911.0,5487.0,5113.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Euro_area_19_countries_2015-2022,1064.0,23285.0,18637.0,11891.0,4073.0,4132.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Belgium,176.0,576.0,813.0,586.0,204.0,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Bulgaria,,86.0,23.0,116.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Czechia,,10.0,171.0,92.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Denmark,41.0,185.0,182.0,169.0,66.0,41.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Germany,,312.0,3199.0,2136.0,634.0,121.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Estonia,,,,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Ireland,,74.0,67.0,54.0,,46.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Greece,,372.0,395.0,169.0,,144.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Spain,237.0,5526.0,409.0,2655.0,114.0,1216.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
France,,1355.0,1412.0,1344.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Croatia,,,6.0,49.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Italy,155.0,9048.0,6194.0,3322.0,1248.0,85.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Cyprus,,44.0,65.0,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Latvia,,,36.0,46.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Lithuania,,,,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Luxembourg,,,,45.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Hungary,37.0,172.0,288.0,23.0,108.0,42.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Malta,,6.0,104.0,79.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Netherlands,138.0,723.0,712.0,558.0,172.0,109.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Austria,,287.0,201.0,164.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Poland,,265.0,443.0,287.0,8.0,143.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Portugal,11.0,1766.0,1043.0,517.0,139.0,339.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Romania,126.0,40.0,44.0,579.0,95.0,344.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Slovenia,,45.0,43.0,5.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Slovakia,,51.0,86.0,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Finland,,135.0,114.0,84.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Sweden,,254.0,316.0,285.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Iceland,,,,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Norway,,196.0,162.0,119.0,83.0,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Switzerland,,304.0,331.0,263.0,86.0,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
United Kingdom,39.0,2628.0,2495.0,2214.0,949.0,363.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Türkiye,,,,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
European_Union_27_countries_from_2020,,9767.0,8132.0,5547.0,2014.0,183.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
European_Union_29_countries_from_2013-2020,541.0,10554.0,8962.0,6311.0,2389.0,198.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Euro_area_19_countries_2015-2022,,9284.0,7324.0,4752.0,1787.0,1614.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Belgium,36.0,168.0,281.0,214.0,99.0,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Bulgaria,,,85.0,64.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Czechia,,,4.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Denmark,,48.0,54.0,54.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Germany,,1115.0,1156.0,755.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Estonia,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Ireland,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Greece,,142.0,188.0,81.0,,68.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Spain,77.0,2395.0,1726.0,1245.0,529.0,529.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
France,,575.0,518.0,525.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Croatia,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Italy,5.0,3696.0,2559.0,1286.0,535.0,313.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Cyprus,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Latvia,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Lithuania,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Luxembourg,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Hungary,,68.0,109.0,10.0,58.0,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Malta,,,37.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Netherlands,,177.0,18.0,207.0,75.0,39.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Austria,,111.0,78.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Poland,,137.0,164.0,113.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Portugal,,716.0,435.0,201.0,,137.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Romania,,119.0,244.0,263.0,66.0,129.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Slovenia,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Slovakia,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Finland,,38.0,4.0,38.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Sweden,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Iceland,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Norway,,66.0,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Switzerland,,137.0,93.0,97.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
United Kingdom,139.0,787.0,83.0,764.0,375.0,15.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Türkiye,,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
European_Union_27_countries_from_2020,833.0,10818.0,806.0,4979.0,1567.0,2005.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
European_Union_29_countries_from_2013-2020,1179.0,12028.0,9223.0,5803.0,1929.0,2166.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Euro_area_19_countries_2015-2022,689.0,10132.0,7348.0,4484.0,1445.0,1787.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Belgium,119.0,289.0,337.0,242.0,54.0,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Bulgaria,,,85.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Czechia,,,35.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Denmark,,79.0,66.0,7.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Germany,,969.0,1008.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Estonia,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Ireland,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Greece,,188.0,154.0,78.0,,59.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Spain,122.0,2075.0,1329.0,919.0,407.0,502.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
France,,,623.0,515.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Croatia,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Italy,12.0,4428.0,2749.0,1603.0,595.0,45.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Cyprus,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Latvia,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Lithuania,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Luxembourg,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Hungary,,75.0,97.0,6.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Malta,,,45.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Netherlands,94.0,422.0,382.0,254.0,67.0,67.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Austria,,84.0,56.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Poland,,92.0,123.0,,,69.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Portugal,14.0,964.0,485.0,233.0,,159.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Romania,,197.0,122.0,153.0,,115.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Slovenia,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Slovakia,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Finland,,83.0,55.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Sweden,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Iceland,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Norway,,67.0,63.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Switzerland,,173.0,159.0,7.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
United Kingdom,347.0,121.0,1163.0,825.0,362.0,161.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Türkiye,,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
European_Union_27_countries_from_2020,1036.0,17709.0,18075.0,1263.0,4167.0,2693.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
European_Union_29_countries_from_2013-2020,114.0,20508.0,20664.0,14683.0,4948.0,2822.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Euro_area_19_countries_2015-2022,695.0,14114.0,12706.0,9027.0,2862.0,1921.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Belgium,108.0,54.0,782.0,626.0,214.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Bulgaria,,142.0,329.0,175.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Czechia,39.0,565.0,747.0,48.0,214.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Denmark,,175.0,146.0,173.0,78.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Germany,,4455.0,434.0,3758.0,1212.0,829.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Estonia,,,4.0,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Ireland,,152.0,101.0,79.0,,61.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Greece,,419.0,346.0,176.0,,84.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Spain,54.0,1005.0,643.0,398.0,172.0,20.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
France,,1634.0,1527.0,916.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Croatia,,27.0,205.0,173.0,,54.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Italy,39.0,3408.0,2409.0,1395.0,419.0,333.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Cyprus,,46.0,43.0,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Latvia,,,44.0,83.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Lithuania,,36.0,75.0,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Luxembourg,,,,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Hungary,92.0,392.0,471.0,495.0,255.0,103.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Malta,,,35.0,48.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Netherlands,81.0,772.0,691.0,554.0,231.0,62.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Austria,,509.0,429.0,283.0,59.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Poland,127.0,1068.0,2037.0,105.0,37.0,195.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Portugal,,399.0,32.0,179.0,,11.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Romania,,311.0,893.0,718.0,123.0,324.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Slovenia,4.0,84.0,87.0,82.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Slovakia,,262.0,523.0,222.0,6.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Finland,,307.0,253.0,142.0,4.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Sweden,,671.0,54.0,34.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Iceland,,,,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Norway,51.0,218.0,193.0,97.0,62.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Switzerland,,458.0,597.0,623.0,166.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
United Kingdom,103.0,2799.0,2589.0,2053.0,78.0,128.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Türkiye,,,,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
European_Union_27_countries_from_2020,5625.0,56448.0,59647.0,42761.0,15029.0,9167.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
European_Union_29_countries_from_2013-2020,6644.0,62658.0,65886.0,47938.0,17588.0,9699.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Euro_area_19_countries_2015-2022,4017.0,44003.0,41574.0,29837.0,10611.0,6184.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Belgium,521.0,1412.0,2032.0,178.0,62.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Bulgaria,84.0,671.0,1367.0,756.0,11.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Czechia,161.0,1866.0,2711.0,1736.0,744.0,56.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Denmark,125.0,556.0,556.0,583.0,246.0,72.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Germany,1465.0,14661.0,15428.0,12717.0,423.0,3078.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Estonia,,125.0,119.0,78.0,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Ireland,64.0,332.0,268.0,218.0,107.0,146.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Greece,,1478.0,1169.0,552.0,91.0,321.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Spain,206.0,3565.0,2532.0,1537.0,704.0,70.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
France,,4606.0,4491.0,2887.0,1152.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Croatia,102.0,722.0,538.0,44.0,104.0,85.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Italy,345.0,1122.0,8218.0,5192.0,2199.0,856.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Cyprus,,115.0,134.0,47.0,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Latvia,,96.0,197.0,226.0,81.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Lithuania,,135.0,292.0,115.0,,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Luxembourg,,,42.0,54.0,,58.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
