Region,0,1+,30+,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
Romania,91.0,4843.0,2123.0,402.0,817.0,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
Slovenia,68.0,744.0,249.0,46.0,,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
Slovakia,6.0,1877.0,553.0,129.0,,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
Finland,41.0,129.0,374.0,88.0,39.0,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
Sweden,,3189.0,1366.0,373.0,,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
Iceland,,6.0,,,,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
Norway,97.0,1446.0,491.0,172.0,,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
Switzerland,13.0,4003.0,156.0,435.0,48.0,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
United Kingdom,1186.0,14827.0,7353.0,2883.0,412.0,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
Türkiye,,,,,,Sheet 54,All ISCED 2011 levels,Towns and suburbs,35-49,Male
European_Union_27_countries_from_2020,6041.0,113638.0,39225.0,10852.0,691.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
European_Union_29_countries_from_2013-2020,7899.0,12797.0,45287.0,13178.0,7461.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Euro_area_19_countries_2015-2022,5044.0,91906.0,31464.0,8857.0,5607.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Belgium,507.0,4038.0,1867.0,578.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Bulgaria,53.0,1434.0,434.0,52.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Czechia,95.0,2716.0,923.0,268.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Denmark,15.0,1412.0,632.0,183.0,66.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Germany,2022.0,32168.0,12421.0,3327.0,2936.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Estonia,,201.0,57.0,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Ireland,56.0,539.0,216.0,89.0,88.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Greece,,2054.0,45.0,83.0,212.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Spain,297.0,10153.0,2997.0,818.0,90.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
France,558.0,8193.0,3145.0,917.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Croatia,64.0,79.0,238.0,74.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Italy,368.0,20795.0,5736.0,1795.0,717.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Cyprus,,197.0,39.0,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Latvia,,295.0,168.0,35.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Lithuania,,341.0,87.0,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Luxembourg,,97.0,44.0,,53.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Hungary,173.0,2342.0,919.0,29.0,142.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Malta,,178.0,67.0,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Netherlands,667.0,4996.0,221.0,679.0,193.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Austria,145.0,2122.0,701.0,176.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Poland,295.0,6234.0,1933.0,495.0,456.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Portugal,172.0,243.0,474.0,106.0,185.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Romania,77.0,3399.0,1332.0,176.0,467.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Slovenia,85.0,447.0,124.0,39.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Slovakia,,1361.0,314.0,49.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Finland,48.0,1301.0,345.0,105.0,54.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Sweden,,3404.0,1352.0,456.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Iceland,,55.0,,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Norway,105.0,1386.0,468.0,149.0,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Switzerland,264.0,4128.0,1452.0,489.0,128.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
United Kingdom,1858.0,14331.0,6062.0,2326.0,551.0,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
Türkiye,,,,,,Sheet 55,All ISCED 2011 levels,Towns and suburbs,50-74,Male
European_Union_27_countries_from_2020,,18793.0,5549.0,1337.0,1201.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
European_Union_29_countries_from_2013-2020,,21575.0,6639.0,1644.0,1289.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Euro_area_19_countries_2015-2022,,16625.0,4768.0,121.0,957.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Belgium,36.0,599.0,206.0,59.0,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Bulgaria,,13.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Czechia,,238.0,68.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Denmark,,41.0,114.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Germany,,5376.0,1821.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Estonia,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Ireland,,4.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Greece,,133.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Spain,59.0,3098.0,763.0,21.0,196.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
France,,1346.0,503.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Croatia,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Italy,,3056.0,697.0,137.0,99.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Cyprus,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Latvia,,54.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Lithuania,,37.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Luxembourg,,36.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Hungary,,254.0,116.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Malta,,7.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Netherlands,84.0,1398.0,277.0,76.0,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Austria,,442.0,155.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Poland,,45.0,192.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Portugal,,593.0,139.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Romania,,444.0,188.0,,141.0,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Slovenia,,42.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Slovakia,,88.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Finland,,161.0,48.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Sweden,,228.0,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Iceland,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Norway,,353.0,121.0,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Switzerland,,85.0,412.0,93.0,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
United Kingdom,,2782.0,109.0,307.0,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
Türkiye,,,,,,Sheet 56,ISCED 0–2,Towns and suburbs,15-34,Male
European_Union_27_countries_from_2020,167.0,69677.0,19656.0,4918.0,5036.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
European_Union_29_countries_from_2013-2020,2198.0,78775.0,23071.0,5962.0,5435.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Euro_area_19_countries_2015-2022,1312.0,63181.0,17236.0,4442.0,4358.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Belgium,191.0,2283.0,815.0,212.0,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Bulgaria,,471.0,145.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Czechia,,419.0,122.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Denmark,55.0,826.0,284.0,72.0,49.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Germany,,11234.0,343.0,881.0,1342.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Estonia,,75.0,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Ireland,,245.0,88.0,,52.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Greece,,981.0,189.0,,154.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Spain,257.0,13723.0,3864.0,1146.0,1228.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
France,,4834.0,1787.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Croatia,,153.0,55.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Italy,192.0,20507.0,4716.0,1266.0,863.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Cyprus,,136.0,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Latvia,,13.0,57.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Lithuania,,8.0,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Luxembourg,,105.0,58.0,,39.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Hungary,44.0,838.0,352.0,11.0,46.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Malta,,267.0,96.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Netherlands,209.0,3162.0,88.0,217.0,128.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Austria,,876.0,259.0,56.0,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Poland,,117.0,397.0,8.0,149.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Portugal,166.0,3745.0,692.0,14.0,354.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Romania,142.0,1636.0,698.0,95.0,385.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Slovenia,,155.0,63.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Slovakia,,187.0,47.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Finland,,455.0,125.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Sweden,,982.0,368.0,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Iceland,,62.0,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Norway,53.0,707.0,232.0,96.0,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Switzerland,,1623.0,621.0,136.0,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
United Kingdom,528.0,9098.0,3416.0,1044.0,399.0,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
Türkiye,,,,,,Sheet 57,ISCED 0–2,Towns and suburbs,15-74,Male
European_Union_27_countries_from_2020,1378.0,6378.0,18235.0,4538.0,475.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
European_Union_29_countries_from_2013-2020,1768.0,72066.0,21398.0,5487.0,5113.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Euro_area_19_countries_2015-2022,1064.0,57886.0,15964.0,4073.0,4132.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Belgium,176.0,2179.0,79.0,204.0,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Bulgaria,,46.0,143.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Czechia,,38.0,109.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Denmark,41.0,602.0,235.0,66.0,41.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Germany,,9089.0,277.0,634.0,121.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Estonia,,67.0,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Ireland,,226.0,85.0,,46.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Greece,,951.0,184.0,,144.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Spain,237.0,1341.0,3795.0,114.0,1216.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
France,,4468.0,1702.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Croatia,,146.0,55.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Italy,155.0,19812.0,457.0,1248.0,85.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Cyprus,,124.0,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Latvia,,129.0,57.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Lithuania,,76.0,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Luxembourg,,102.0,57.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Hungary,37.0,798.0,338.0,108.0,42.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Malta,,257.0,93.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Netherlands,138.0,2164.0,729.0,172.0,109.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Austria,,698.0,21.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Poland,,1074.0,366.0,8.0,143.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Portugal,11.0,3465.0,656.0,139.0,339.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Romania,126.0,1513.0,674.0,95.0,344.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Slovenia,,151.0,63.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Slovakia,,174.0,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Finland,,345.0,96.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Sweden,,921.0,352.0,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Iceland,,49.0,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Norway,,561.0,202.0,83.0,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Switzerland,,984.0,349.0,86.0,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
United Kingdom,39.0,8286.0,3163.0,949.0,363.0,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
Türkiye,,,,,,Sheet 58,ISCED 0–2,Towns and suburbs,20-64,Male
European_Union_27_countries_from_2020,,2546.0,7561.0,2014.0,183.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
European_Union_29_countries_from_2013-2020,541.0,28217.0,870.0,2389.0,198.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Euro_area_19_countries_2015-2022,,23148.0,6539.0,1787.0,1614.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Belgium,36.0,762.0,313.0,99.0,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Bulgaria,,19.0,77.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Czechia,,108.0,38.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Denmark,,181.0,79.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Germany,,3324.0,1053.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Estonia,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Ireland,,82.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Greece,,419.0,88.0,,68.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Spain,77.0,5894.0,1774.0,529.0,529.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
France,,1751.0,657.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Croatia,,54.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Italy,5.0,8076.0,1821.0,535.0,313.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Cyprus,,46.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Latvia,,49.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Lithuania,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Luxembourg,,42.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Hungary,,334.0,157.0,58.0,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Malta,,96.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Netherlands,,639.0,282.0,75.0,39.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Austria,,251.0,62.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Poland,,439.0,139.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Portugal,,1411.0,259.0,,137.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Romania,,693.0,33.0,66.0,129.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Slovenia,,7.0,39.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Slovakia,,65.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Finland,,117.0,38.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Sweden,,314.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Iceland,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Norway,,156.0,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Switzerland,,354.0,123.0,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
United Kingdom,139.0,2756.0,1139.0,375.0,15.0,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
Türkiye,,,,,,Sheet 59,ISCED 0–2,Towns and suburbs,35-49,Male
European_Union_27_countries_from_2020,833.0,25424.0,6546.0,1567.0,2005.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
European_Union_29_countries_from_2013-2020,1179.0,28984.0,7733.0,1929.0,2166.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Euro_area_19_countries_2015-2022,689.0,23408.0,5929.0,1445.0,1787.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Belgium,119.0,922.0,296.0,54.0,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Bulgaria,,152.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Czechia,,73.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Denmark,,235.0,91.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Germany,,2533.0,556.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Estonia,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Ireland,,123.0,44.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Greece,,429.0,88.0,,59.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Spain,122.0,4731.0,1327.0,407.0,502.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
France,,1738.0,627.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Croatia,,84.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Italy,12.0,9375.0,2198.0,595.0,45.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Cyprus,,66.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Latvia,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Lithuania,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Luxembourg,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Hungary,,251.0,79.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Malta,,101.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Netherlands,94.0,1125.0,321.0,67.0,67.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Austria,,183.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Poland,,281.0,67.0,,69.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Portugal,14.0,1742.0,293.0,,159.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Romania,,499.0,181.0,,115.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Slovenia,,43.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Slovakia,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Finland,,177.0,39.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Sweden,,44.0,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Iceland,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Norway,,198.0,68.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Switzerland,,419.0,86.0,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
United Kingdom,347.0,356.0,1187.0,362.0,161.0,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
Türkiye,,,,,,Sheet 60,ISCED 0–2,Towns and suburbs,50-74,Male
European_Union_27_countries_from_2020,1036.0,52582.0,16798.0,4167.0,2693.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
European_Union_29_countries_from_2013-2020,114.0,60803.0,1963.0,4948.0,2822.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Euro_area_19_countries_2015-2022,695.0,3871.0,11889.0,2862.0,1921.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Belgium,108.0,2163.0,84.0,214.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Bulgaria,,685.0,213.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Czechia,39.0,2007.0,694.0,214.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Denmark,,572.0,251.0,78.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Germany,,13765.0,497.0,1212.0,829.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Estonia,,105.0,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Ireland,,369.0,115.0,,61.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Greece,,947.0,181.0,,84.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Spain,54.0,2218.0,57.0,172.0,20.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
France,,4382.0,1221.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Croatia,,68.0,205.0,,54.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Italy,39.0,7631.0,1814.0,419.0,333.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Cyprus,,102.0,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Latvia,,177.0,11.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Lithuania,,143.0,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Luxembourg,,54.0,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Hungary,92.0,1613.0,75.0,255.0,103.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Malta,,114.0,58.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Netherlands,81.0,2247.0,785.0,231.0,62.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Austria,,128.0,343.0,59.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Poland,127.0,4525.0,1419.0,37.0,195.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Portugal,,94.0,221.0,,11.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Romania,,2046.0,842.0,123.0,324.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Slovenia,4.0,264.0,93.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Slovakia,,1067.0,282.0,6.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Finland,,741.0,182.0,4.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Sweden,,1746.0,535.0,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Iceland,,4.0,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Norway,51.0,57.0,159.0,62.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Switzerland,,1843.0,789.0,166.0,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
United Kingdom,103.0,8221.0,2833.0,78.0,128.0,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
Türkiye,,,,,,Sheet 61,ISCED 3–4,Towns and suburbs,15-34,Male
European_Union_27_countries_from_2020,5625.0,173885.0,5779.0,15029.0,9167.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
European_Union_29_countries_from_2013-2020,6644.0,194069.0,65526.0,17588.0,9699.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Euro_area_19_countries_2015-2022,4017.0,126025.0,40448.0,10611.0,6184.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Belgium,521.0,5844.0,240.0,62.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Bulgaria,84.0,2903.0,866.0,11.0,,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Czechia,161.0,7057.0,248.0,744.0,56.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
Denmark,125.0,194.0,828.0,246.0,72.0,Sheet 62,ISCED 3–4,Towns and suburbs,15-74,Male
