Region,0,1-9,1-14,1+,10-14,15-19,15-29,20-29,30-44,30-59,30+,45-59,60+,No_response,sheet_name,education_level,urbanisation_degree,age_class,sex
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Belgium,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Czechia,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Denmark,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Germany,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Estonia,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Ireland,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Greece,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Spain,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
France,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Croatia,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Italy,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Cyprus,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Latvia,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Lithuania,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Hungary,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Malta,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Netherlands,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Austria,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Poland,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Portugal,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Romania,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Slovenia,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Slovakia,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Finland,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Sweden,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Iceland,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Norway,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Switzerland,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
Türkiye,1624.0,9941.0,2090.0,73693.0,10959.0,9637.0,24178.0,1454.0,17972.0,22144.0,28616.0,4172.0,6472.0,,Sheet 104,All ISCED 2011 levels,No response,35-49,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Belgium,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Czechia,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Denmark,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Germany,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Estonia,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Ireland,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Greece,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Spain,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
France,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Croatia,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Italy,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Cyprus,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Latvia,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Lithuania,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Hungary,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Malta,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Netherlands,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Austria,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Poland,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Portugal,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Romania,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Slovenia,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Slovakia,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Finland,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Sweden,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Iceland,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Norway,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Switzerland,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
Türkiye,2109.0,8232.0,1551.0,38465.0,7277.0,4591.0,11798.0,7207.0,7461.0,884.0,11157.0,1379.0,2317.0,,Sheet 105,All ISCED 2011 levels,No response,50-74,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Belgium,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Czechia,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Denmark,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Germany,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Estonia,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Ireland,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Greece,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Spain,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
France,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Croatia,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Italy,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Cyprus,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Latvia,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Lithuania,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Hungary,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Malta,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Netherlands,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Austria,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Poland,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Portugal,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Romania,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Slovenia,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Slovakia,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Finland,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Sweden,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Iceland,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Norway,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Switzerland,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 106,ISCED 0–2,No response,15-34,Male
Türkiye,988.0,4069.0,8899.0,33099.0,483.0,4077.0,11294.0,7216.0,853.0,9969.0,12906.0,1439.0,2937.0,,Sheet 106,ISCED 0–2,No response,15-34,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Belgium,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Czechia,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Denmark,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Germany,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Estonia,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Ireland,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Greece,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Spain,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
France,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Croatia,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Italy,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Cyprus,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Latvia,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Lithuania,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Hungary,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Malta,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Netherlands,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Austria,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Poland,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Portugal,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Romania,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Slovenia,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Slovakia,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Finland,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Sweden,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Iceland,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Norway,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Switzerland,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 107,ISCED 0–2,No response,15-74,Male
Türkiye,4061.0,16323.0,32723.0,99945.0,1640.0,11867.0,32261.0,20394.0,2312.0,27169.0,34961.0,4049.0,7792.0,,Sheet 107,ISCED 0–2,No response,15-74,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Belgium,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Czechia,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Denmark,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Germany,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Estonia,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Ireland,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Greece,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Spain,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
France,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Croatia,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Italy,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Cyprus,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Latvia,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Lithuania,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Hungary,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Malta,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Netherlands,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Austria,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Poland,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Portugal,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Romania,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Slovenia,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Slovakia,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Finland,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Sweden,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Iceland,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Norway,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Switzerland,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 108,ISCED 0–2,No response,20-64,Male
Türkiye,3481.0,13823.0,2802.0,87991.0,14197.0,10505.0,28543.0,18038.0,20645.0,24356.0,31428.0,3711.0,7072.0,,Sheet 108,ISCED 0–2,No response,20-64,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Belgium,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Czechia,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Denmark,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Germany,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Estonia,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Ireland,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Greece,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Spain,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
France,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Croatia,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Italy,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Cyprus,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Latvia,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Lithuania,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Hungary,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Malta,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Netherlands,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Austria,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Poland,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Portugal,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Romania,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Slovenia,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Slovakia,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Finland,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Sweden,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Iceland,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Norway,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Switzerland,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 109,ISCED 0–2,No response,35-49,Male
Türkiye,1238.0,5732.0,11852.0,39056.0,612.0,4804.0,12964.0,8161.0,9286.0,1108.0,1424.0,1794.0,316.0,,Sheet 109,ISCED 0–2,No response,35-49,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Belgium,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Czechia,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Denmark,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Germany,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Estonia,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Ireland,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Greece,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Spain,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
France,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Croatia,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Italy,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Cyprus,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Latvia,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Lithuania,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Hungary,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Malta,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Netherlands,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Austria,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Poland,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Portugal,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Romania,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Slovenia,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Slovakia,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Finland,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Sweden,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Iceland,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Norway,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Switzerland,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 110,ISCED 0–2,No response,50-74,Male
Türkiye,1836.0,6521.0,11971.0,2779.0,545.0,2986.0,8003.0,5017.0,5304.0,6119.0,7815.0,816.0,1695.0,,Sheet 110,ISCED 0–2,No response,50-74,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Belgium,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Czechia,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Denmark,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Germany,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Estonia,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Ireland,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Greece,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Spain,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
France,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Croatia,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Italy,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Cyprus,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Latvia,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Lithuania,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Luxembourg,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Hungary,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Malta,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Netherlands,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Austria,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Poland,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Portugal,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Romania,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Slovenia,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Slovakia,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Finland,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Sweden,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Iceland,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Norway,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Switzerland,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
United Kingdom,,,,,,,,,,,,,,,Sheet 111,ISCED 3–4,No response,15-34,Male
Türkiye,261.0,2313.0,5281.0,20296.0,2969.0,263.0,6942.0,4313.0,5259.0,6395.0,8072.0,1135.0,1677.0,,Sheet 111,ISCED 3–4,No response,15-34,Male
European_Union_27_countries_from_2020,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
European_Union_29_countries_from_2013-2020,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Euro_area_19_countries_2015-2022,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Belgium,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Bulgaria,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Czechia,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Denmark,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Germany,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
Estonia,,,,,,,,,,,,,,,Sheet 112,ISCED 3–4,No response,15-74,Male
